ID,answer
TG_A_J_20230304,3312.466796875
TG_A_J_20230305,3312.466796875
TG_A_J_20230306,3312.466796875
TG_A_J_20230307,3312.466796875
TG_A_J_20230308,3312.466796875
TG_A_J_20230309,3312.466796875
TG_A_J_20230310,3312.466796875
TG_A_J_20230311,3312.466796875
TG_A_J_20230312,3312.466796875
TG_A_J_20230313,3312.466796875
TG_A_J_20230314,3312.466796875
TG_A_J_20230315,3312.466796875
TG_A_J_20230316,3312.466796875
TG_A_J_20230317,3312.466796875
TG_A_J_20230318,3312.466796875
TG_A_J_20230319,3312.466796875
TG_A_J_20230320,3312.466796875
TG_A_J_20230321,3312.466796875
TG_A_J_20230322,3312.466796875
TG_A_J_20230323,3312.466796875
TG_A_J_20230324,3312.466796875
TG_A_J_20230325,3312.466796875
TG_A_J_20230326,3312.466796875
TG_A_J_20230327,3312.466796875
TG_A_J_20230328,3312.466796875
TG_A_J_20230329,3312.466796875
TG_A_J_20230330,3312.466796875
TG_A_J_20230331,3312.466796875
TG_A_S_20230304,4104.4140625
TG_A_S_20230305,4104.4140625
TG_A_S_20230306,4104.4140625
TG_A_S_20230307,4104.4140625
TG_A_S_20230308,4104.4140625
TG_A_S_20230309,4104.4140625
TG_A_S_20230310,4104.4140625
TG_A_S_20230311,4104.4140625
TG_A_S_20230312,4104.4140625
TG_A_S_20230313,4104.4140625
TG_A_S_20230314,4104.4140625
TG_A_S_20230315,4104.4140625
TG_A_S_20230316,4104.4140625
TG_A_S_20230317,4104.4140625
TG_A_S_20230318,4104.4140625
TG_A_S_20230319,4104.4140625
TG_A_S_20230320,4104.4140625
TG_A_S_20230321,4104.4140625
TG_A_S_20230322,4104.4140625
TG_A_S_20230323,4104.4140625
TG_A_S_20230324,4104.4140625
TG_A_S_20230325,4104.4140625
TG_A_S_20230326,4104.4140625
TG_A_S_20230327,4104.4140625
TG_A_S_20230328,4104.4140625
TG_A_S_20230329,4104.4140625
TG_A_S_20230330,4104.4140625
TG_A_S_20230331,4104.4140625
TG_B_J_20230304,3964.6103515625
TG_B_J_20230305,3964.6103515625
TG_B_J_20230306,3964.6103515625
TG_B_J_20230307,3964.6103515625
TG_B_J_20230308,3964.6103515625
TG_B_J_20230309,3964.6103515625
TG_B_J_20230310,3964.6103515625
TG_B_J_20230311,3964.6103515625
TG_B_J_20230312,3964.6103515625
TG_B_J_20230313,3964.6103515625
TG_B_J_20230314,3964.6103515625
TG_B_J_20230315,3964.6103515625
TG_B_J_20230316,3964.6103515625
TG_B_J_20230317,3964.6103515625
TG_B_J_20230318,3964.6103515625
TG_B_J_20230319,3964.6103515625
TG_B_J_20230320,3964.6103515625
TG_B_J_20230321,3964.6103515625
TG_B_J_20230322,3964.6103515625
TG_B_J_20230323,3964.6103515625
TG_B_J_20230324,3964.6103515625
TG_B_J_20230325,3964.6103515625
TG_B_J_20230326,3964.6103515625
TG_B_J_20230327,3964.6103515625
TG_B_J_20230328,3964.6103515625
TG_B_J_20230329,3964.6103515625
TG_B_J_20230330,3964.6103515625
TG_B_J_20230331,3964.6103515625
TG_B_S_20230304,4091.90478515625
TG_B_S_20230305,4091.90478515625
TG_B_S_20230306,4091.90478515625
TG_B_S_20230307,4091.90478515625
TG_B_S_20230308,4091.90478515625
TG_B_S_20230309,4091.90478515625
TG_B_S_20230310,4091.90478515625
TG_B_S_20230311,4091.90478515625
TG_B_S_20230312,4091.90478515625
TG_B_S_20230313,4091.90478515625
TG_B_S_20230314,4091.90478515625
TG_B_S_20230315,4091.90478515625
TG_B_S_20230316,4091.90478515625
TG_B_S_20230317,4091.90478515625
TG_B_S_20230318,4091.90478515625
TG_B_S_20230319,4091.90478515625
TG_B_S_20230320,4091.90478515625
TG_B_S_20230321,4091.90478515625
TG_B_S_20230322,4091.90478515625
TG_B_S_20230323,4091.90478515625
TG_B_S_20230324,4091.90478515625
TG_B_S_20230325,4091.90478515625
TG_B_S_20230326,4091.90478515625
TG_B_S_20230327,4091.90478515625
TG_B_S_20230328,4091.90478515625
TG_B_S_20230329,4091.90478515625
TG_B_S_20230330,4091.90478515625
TG_B_S_20230331,4091.90478515625
TG_C_J_20230304,4573.53662109375
TG_C_J_20230305,4573.53662109375
TG_C_J_20230306,4573.53662109375
TG_C_J_20230307,4573.53662109375
TG_C_J_20230308,4573.53662109375
TG_C_J_20230309,4573.53662109375
TG_C_J_20230310,4573.53662109375
TG_C_J_20230311,4573.53662109375
TG_C_J_20230312,4573.53662109375
TG_C_J_20230313,4573.53662109375
TG_C_J_20230314,4573.53662109375
TG_C_J_20230315,4573.53662109375
TG_C_J_20230316,4573.53662109375
TG_C_J_20230317,4573.53662109375
TG_C_J_20230318,4573.53662109375
TG_C_J_20230319,4573.53662109375
TG_C_J_20230320,4573.53662109375
TG_C_J_20230321,4573.53662109375
TG_C_J_20230322,4573.53662109375
TG_C_J_20230323,4573.53662109375
TG_C_J_20230324,4573.53662109375
TG_C_J_20230325,4573.53662109375
TG_C_J_20230326,4573.53662109375
TG_C_J_20230327,4573.53662109375
TG_C_J_20230328,4573.53662109375
TG_C_J_20230329,4573.53662109375
TG_C_J_20230330,4573.53662109375
TG_C_J_20230331,4573.53662109375
TG_C_S_20230304,4611.599609375
TG_C_S_20230305,4611.599609375
TG_C_S_20230306,4611.599609375
TG_C_S_20230307,4611.599609375
TG_C_S_20230308,4611.599609375
TG_C_S_20230309,4611.599609375
TG_C_S_20230310,4611.599609375
TG_C_S_20230311,4611.599609375
TG_C_S_20230312,4611.599609375
TG_C_S_20230313,4611.599609375
TG_C_S_20230314,4611.599609375
TG_C_S_20230315,4611.599609375
TG_C_S_20230316,4611.599609375
TG_C_S_20230317,4611.599609375
TG_C_S_20230318,4611.599609375
TG_C_S_20230319,4611.599609375
TG_C_S_20230320,4611.599609375
TG_C_S_20230321,4611.599609375
TG_C_S_20230322,4611.599609375
TG_C_S_20230323,4611.599609375
TG_C_S_20230324,4611.599609375
TG_C_S_20230325,4611.599609375
TG_C_S_20230326,4611.599609375
TG_C_S_20230327,4611.599609375
TG_C_S_20230328,4611.599609375
TG_C_S_20230329,4611.599609375
TG_C_S_20230330,4611.599609375
TG_C_S_20230331,4611.599609375
TG_D_J_20230304,1893.16162109375
TG_D_J_20230305,1893.16162109375
TG_D_J_20230306,1893.16162109375
TG_D_J_20230307,1893.16162109375
TG_D_J_20230308,1893.16162109375
TG_D_J_20230309,1893.16162109375
TG_D_J_20230310,1893.16162109375
TG_D_J_20230311,1893.16162109375
TG_D_J_20230312,1893.16162109375
TG_D_J_20230313,1893.16162109375
TG_D_J_20230314,1893.16162109375
TG_D_J_20230315,1893.16162109375
TG_D_J_20230316,1893.16162109375
TG_D_J_20230317,1893.16162109375
TG_D_J_20230318,1893.16162109375
TG_D_J_20230319,1893.16162109375
TG_D_J_20230320,1893.16162109375
TG_D_J_20230321,1893.16162109375
TG_D_J_20230322,1893.16162109375
TG_D_J_20230323,1893.16162109375
TG_D_J_20230324,1893.16162109375
TG_D_J_20230325,1893.16162109375
TG_D_J_20230326,1893.16162109375
TG_D_J_20230327,1893.16162109375
TG_D_J_20230328,1893.16162109375
TG_D_J_20230329,1893.16162109375
TG_D_J_20230330,1893.16162109375
TG_D_J_20230331,1893.16162109375
TG_D_S_20230304,3952.11279296875
TG_D_S_20230305,3952.11279296875
TG_D_S_20230306,3952.11279296875
TG_D_S_20230307,3952.11279296875
TG_D_S_20230308,3952.11279296875
TG_D_S_20230309,3952.11279296875
TG_D_S_20230310,3952.11279296875
TG_D_S_20230311,3952.11279296875
TG_D_S_20230312,3952.11279296875
TG_D_S_20230313,3952.11279296875
TG_D_S_20230314,3952.11279296875
TG_D_S_20230315,3952.11279296875
TG_D_S_20230316,3952.11279296875
TG_D_S_20230317,3952.11279296875
TG_D_S_20230318,3952.11279296875
TG_D_S_20230319,3952.11279296875
TG_D_S_20230320,3952.11279296875
TG_D_S_20230321,3952.11279296875
TG_D_S_20230322,3952.11279296875
TG_D_S_20230323,3952.11279296875
TG_D_S_20230324,3952.11279296875
TG_D_S_20230325,3952.11279296875
TG_D_S_20230326,3952.11279296875
TG_D_S_20230327,3952.11279296875
TG_D_S_20230328,3952.11279296875
TG_D_S_20230329,3952.11279296875
TG_D_S_20230330,3952.11279296875
TG_D_S_20230331,3952.11279296875
TG_E_J_20230304,1978.037353515625
TG_E_J_20230305,1978.037353515625
TG_E_J_20230306,1978.037353515625
TG_E_J_20230307,1978.037353515625
TG_E_J_20230308,1978.037353515625
TG_E_J_20230309,1978.037353515625
TG_E_J_20230310,1978.037353515625
TG_E_J_20230311,1978.037353515625
TG_E_J_20230312,1978.037353515625
TG_E_J_20230313,1978.037353515625
TG_E_J_20230314,1978.037353515625
TG_E_J_20230315,1978.037353515625
TG_E_J_20230316,1978.037353515625
TG_E_J_20230317,1978.037353515625
TG_E_J_20230318,1978.037353515625
TG_E_J_20230319,1978.037353515625
TG_E_J_20230320,1978.037353515625
TG_E_J_20230321,1978.037353515625
TG_E_J_20230322,1978.037353515625
TG_E_J_20230323,1978.037353515625
TG_E_J_20230324,1978.037353515625
TG_E_J_20230325,1978.037353515625
TG_E_J_20230326,1978.037353515625
TG_E_J_20230327,1978.037353515625
TG_E_J_20230328,1978.037353515625
TG_E_J_20230329,1978.037353515625
TG_E_J_20230330,1978.037353515625
TG_E_J_20230331,1978.037353515625
TG_E_S_20230304,3707.302001953125
TG_E_S_20230305,3707.302001953125
TG_E_S_20230306,3707.302001953125
TG_E_S_20230307,3707.302001953125
TG_E_S_20230308,3707.302001953125
TG_E_S_20230309,3707.302001953125
TG_E_S_20230310,3707.302001953125
TG_E_S_20230311,3707.302001953125
TG_E_S_20230312,3707.302001953125
TG_E_S_20230313,3707.302001953125
TG_E_S_20230314,3707.302001953125
TG_E_S_20230315,3707.302001953125
TG_E_S_20230316,3707.302001953125
TG_E_S_20230317,3707.302001953125
TG_E_S_20230318,3707.302001953125
TG_E_S_20230319,3707.302001953125
TG_E_S_20230320,3707.302001953125
TG_E_S_20230321,3707.302001953125
TG_E_S_20230322,3707.302001953125
TG_E_S_20230323,3707.302001953125
TG_E_S_20230324,3707.302001953125
TG_E_S_20230325,3707.302001953125
TG_E_S_20230326,3707.302001953125
TG_E_S_20230327,3707.302001953125
TG_E_S_20230328,3707.302001953125
TG_E_S_20230329,3707.302001953125
TG_E_S_20230330,3707.302001953125
TG_E_S_20230331,3707.302001953125
CR_A_J_20230304,2592.369873046875
CR_A_J_20230305,2592.369873046875
CR_A_J_20230306,2592.369873046875
CR_A_J_20230307,2592.369873046875
CR_A_J_20230308,2592.369873046875
CR_A_J_20230309,2592.369873046875
CR_A_J_20230310,2592.369873046875
CR_A_J_20230311,2592.369873046875
CR_A_J_20230312,2592.369873046875
CR_A_J_20230313,2592.369873046875
CR_A_J_20230314,2592.369873046875
CR_A_J_20230315,2592.369873046875
CR_A_J_20230316,2592.369873046875
CR_A_J_20230317,2592.369873046875
CR_A_J_20230318,2592.369873046875
CR_A_J_20230319,2592.369873046875
CR_A_J_20230320,2592.369873046875
CR_A_J_20230321,2592.369873046875
CR_A_J_20230322,2592.369873046875
CR_A_J_20230323,2592.369873046875
CR_A_J_20230324,2592.369873046875
CR_A_J_20230325,2592.369873046875
CR_A_J_20230326,2592.369873046875
CR_A_J_20230327,2592.369873046875
CR_A_J_20230328,2592.369873046875
CR_A_J_20230329,2592.369873046875
CR_A_J_20230330,2592.369873046875
CR_A_J_20230331,2592.369873046875
CR_B_J_20230304,2570.494384765625
CR_B_J_20230305,2570.494384765625
CR_B_J_20230306,2570.494384765625
CR_B_J_20230307,2570.494384765625
CR_B_J_20230308,2570.494384765625
CR_B_J_20230309,2570.494384765625
CR_B_J_20230310,2570.494384765625
CR_B_J_20230311,2570.494384765625
CR_B_J_20230312,2570.494384765625
CR_B_J_20230313,2570.494384765625
CR_B_J_20230314,2570.494384765625
CR_B_J_20230315,2570.494384765625
CR_B_J_20230316,2570.494384765625
CR_B_J_20230317,2570.494384765625
CR_B_J_20230318,2570.494384765625
CR_B_J_20230319,2570.494384765625
CR_B_J_20230320,2570.494384765625
CR_B_J_20230321,2570.494384765625
CR_B_J_20230322,2570.494384765625
CR_B_J_20230323,2570.494384765625
CR_B_J_20230324,2570.494384765625
CR_B_J_20230325,2570.494384765625
CR_B_J_20230326,2570.494384765625
CR_B_J_20230327,2570.494384765625
CR_B_J_20230328,2570.494384765625
CR_B_J_20230329,2570.494384765625
CR_B_J_20230330,2570.494384765625
CR_B_J_20230331,2570.494384765625
CR_C_J_20230304,2317.460205078125
CR_C_J_20230305,2317.460205078125
CR_C_J_20230306,2317.460205078125
CR_C_J_20230307,2317.460205078125
CR_C_J_20230308,2317.460205078125
CR_C_J_20230309,2317.460205078125
CR_C_J_20230310,2317.460205078125
CR_C_J_20230311,2317.460205078125
CR_C_J_20230312,2317.460205078125
CR_C_J_20230313,2317.460205078125
CR_C_J_20230314,2317.460205078125
CR_C_J_20230315,2317.460205078125
CR_C_J_20230316,2317.460205078125
CR_C_J_20230317,2317.460205078125
CR_C_J_20230318,2317.460205078125
CR_C_J_20230319,2317.460205078125
CR_C_J_20230320,2317.460205078125
CR_C_J_20230321,2317.460205078125
CR_C_J_20230322,2317.460205078125
CR_C_J_20230323,2317.460205078125
CR_C_J_20230324,2317.460205078125
CR_C_J_20230325,2317.460205078125
CR_C_J_20230326,2317.460205078125
CR_C_J_20230327,2317.460205078125
CR_C_J_20230328,2317.460205078125
CR_C_J_20230329,2317.460205078125
CR_C_J_20230330,2317.460205078125
CR_C_J_20230331,2317.460205078125
CR_D_J_20230304,1999.918212890625
CR_D_J_20230305,1999.918212890625
CR_D_J_20230306,1999.918212890625
CR_D_J_20230307,1999.918212890625
CR_D_J_20230308,1999.918212890625
CR_D_J_20230309,1999.918212890625
CR_D_J_20230310,1999.918212890625
CR_D_J_20230311,1999.918212890625
CR_D_J_20230312,1999.918212890625
CR_D_J_20230313,1999.918212890625
CR_D_J_20230314,1999.918212890625
CR_D_J_20230315,1999.918212890625
CR_D_J_20230316,1999.918212890625
CR_D_J_20230317,1999.918212890625
CR_D_J_20230318,1999.918212890625
CR_D_J_20230319,1999.918212890625
CR_D_J_20230320,1999.918212890625
CR_D_J_20230321,1999.918212890625
CR_D_J_20230322,1999.918212890625
CR_D_J_20230323,1999.918212890625
CR_D_J_20230324,1999.918212890625
CR_D_J_20230325,1999.918212890625
CR_D_J_20230326,1999.918212890625
CR_D_J_20230327,1999.918212890625
CR_D_J_20230328,1999.918212890625
CR_D_J_20230329,1999.918212890625
CR_D_J_20230330,1999.918212890625
CR_D_J_20230331,1999.918212890625
CR_D_S_20230304,2048.503173828125
CR_D_S_20230305,2048.503173828125
CR_D_S_20230306,2048.503173828125
CR_D_S_20230307,2048.503173828125
CR_D_S_20230308,2048.503173828125
CR_D_S_20230309,2048.503173828125
CR_D_S_20230310,2048.503173828125
CR_D_S_20230311,2048.503173828125
CR_D_S_20230312,2048.503173828125
CR_D_S_20230313,2048.503173828125
CR_D_S_20230314,2048.503173828125
CR_D_S_20230315,2048.503173828125
CR_D_S_20230316,2048.503173828125
CR_D_S_20230317,2048.503173828125
CR_D_S_20230318,2048.503173828125
CR_D_S_20230319,2048.503173828125
CR_D_S_20230320,2048.503173828125
CR_D_S_20230321,2048.503173828125
CR_D_S_20230322,2048.503173828125
CR_D_S_20230323,2048.503173828125
CR_D_S_20230324,2048.503173828125
CR_D_S_20230325,2048.503173828125
CR_D_S_20230326,2048.503173828125
CR_D_S_20230327,2048.503173828125
CR_D_S_20230328,2048.503173828125
CR_D_S_20230329,2048.503173828125
CR_D_S_20230330,2048.503173828125
CR_D_S_20230331,2048.503173828125
CR_E_J_20230304,1996.8642578125
CR_E_J_20230305,1996.8642578125
CR_E_J_20230306,1996.8642578125
CR_E_J_20230307,1996.8642578125
CR_E_J_20230308,1996.8642578125
CR_E_J_20230309,1996.8642578125
CR_E_J_20230310,1996.8642578125
CR_E_J_20230311,1996.8642578125
CR_E_J_20230312,1996.8642578125
CR_E_J_20230313,1996.8642578125
CR_E_J_20230314,1996.8642578125
CR_E_J_20230315,1996.8642578125
CR_E_J_20230316,1996.8642578125
CR_E_J_20230317,1996.8642578125
CR_E_J_20230318,1996.8642578125
CR_E_J_20230319,1996.8642578125
CR_E_J_20230320,1996.8642578125
CR_E_J_20230321,1996.8642578125
CR_E_J_20230322,1996.8642578125
CR_E_J_20230323,1996.8642578125
CR_E_J_20230324,1996.8642578125
CR_E_J_20230325,1996.8642578125
CR_E_J_20230326,1996.8642578125
CR_E_J_20230327,1996.8642578125
CR_E_J_20230328,1996.8642578125
CR_E_J_20230329,1996.8642578125
CR_E_J_20230330,1996.8642578125
CR_E_J_20230331,1996.8642578125
CR_E_S_20230304,2037.82568359375
CR_E_S_20230305,2037.82568359375
CR_E_S_20230306,2037.82568359375
CR_E_S_20230307,2037.82568359375
